0:	6.516793286377E-06
1:	1.530622556672E-05
2:	2.587165173432E-05
3:	3.378179205547E-05
4:	3.836339972228E-05
5:	4.442632001668E-05
6:	5.320594524899E-05
7:	6.182348783327E-05
8:	6.838303034202E-05
9:	7.311932442039E-05
10:	8.031603629837E-05
11:	8.772187669041E-05
12:	9.455884022134E-05
13:	1.011036248576E-04
14:	1.074172375601E-04
15:	1.144247385295E-04
16:	1.213329097192E-04
17:	1.276322414706E-04
18:	1.343690365667E-04
19:	1.409807489196E-04
20:	1.479250872532E-04
21:	1.553799980992E-04
22:	1.625634329812E-04
23:	1.704158430059E-04
24:	1.783724259750E-04
25:	1.862664518003E-04
26:	1.940127696324E-04
27:	2.016655550399E-04
28:	2.096984089160E-04
29:	2.177489185896E-04
30:	2.257842234543E-04
31:	2.338805553359E-04
32:	2.420566661701E-04
33:	2.503720010717E-04
34:	2.586888347855E-04
35:	2.670143063535E-04
36:	2.754750685779E-04
37:	2.839573680555E-04
38:	2.925478001542E-04
39:	3.011672230968E-04
40:	3.098145056870E-04
41:	3.185730806740E-04
42:	3.273509609286E-04
43:	3.362137533866E-04
44:	3.451326297944E-04
45:	3.541047228033E-04
46:	3.631498734157E-04
47:	3.724048822688E-04
48:	3.817935767953E-04
49:	3.912511090761E-04
50:	4.007597036490E-04
51:	4.103623045578E-04
52:	4.200255485897E-04
53:	4.297514011165E-04
54:	4.395523823071E-04
55:	4.494121074464E-04
56:	4.593438925796E-04
57:	4.693311727781E-04
58:	4.793817518056E-04
59:	4.895043577013E-04
60:	4.996856620217E-04
61:	5.099379701442E-04
62:	5.202565700374E-04
63:	5.306450709939E-04
64:	5.411047981338E-04
65:	5.516308556608E-04
66:	5.622297570571E-04
67:	5.729013391218E-04
68:	5.836432612089E-04
69:	5.944596300074E-04
70:	6.053473998617E-04
71:	6.163087656990E-04
72:	6.273457854583E-04
73:	6.384566420719E-04
74:	6.496429156400E-04
75:	6.609339753262E-04
76:	6.723122338779E-04
77:	6.837685462268E-04
78:	6.953001079349E-04
79:	7.069082496168E-04
80:	7.185926348516E-04
81:	7.303525337505E-04
82:	7.421872744792E-04
83:	7.540979183387E-04
84:	7.660845371282E-04
85:	7.781452971817E-04
86:	7.902812026414E-04
87:	8.024928643600E-04
88:	8.147779039667E-04
89:	8.271375909714E-04
90:	8.395726278365E-04
91:	8.520809427799E-04
92:	8.646631902335E-04
93:	8.773204001002E-04
94:	8.900509337383E-04
95:	9.028549540001E-04
96:	9.157335502642E-04
97:	9.286863038886E-04
98:	9.417130542988E-04
99:	9.548141248173E-04
100:	9.679899754276E-04
101:	9.812410945354E-04
102:	9.945677976504E-04
103:	1.007970177258E-03
104:	1.021448319358E-03
105:	1.035002269204E-03
106:	1.048632016189E-03
107:	1.062337640468E-03
108:	1.076119302300E-03
109:	1.089976971079E-03
110:	1.103910417302E-03
111:	1.117919430324E-03
112:	1.132003781596E-03
113:	1.146163098062E-03
114:	1.160396940928E-03
115:	1.174704902420E-03
116:	1.189086531674E-03
117:	1.203541319653E-03
118:	1.218068794480E-03
119:	1.232668489869E-03
120:	1.247339864119E-03
121:	1.262082351845E-03
122:	1.276895429554E-03
123:	1.291778542930E-03
124:	1.306731078423E-03
125:	1.321752429551E-03
126:	1.336842008318E-03
127:	1.351999179019E-03
128:	1.367223281000E-03
129:	1.382513669301E-03
130:	1.397869683200E-03
131:	1.413290618378E-03
132:	1.428775776571E-03
133:	1.444324469217E-03
134:	1.459935971971E-03
135:	1.475609531164E-03
136:	1.491344408685E-03
137:	1.507139860749E-03
138:	1.522995111554E-03
139:	1.538909377015E-03
140:	1.554881880248E-03
141:	1.570911821979E-03
142:	1.586998384066E-03
143:	1.603140754996E-03
144:	1.619338119420E-03
145:	1.635589634433E-03
146:	1.651894450565E-03
147:	1.668251725081E-03
148:	1.684660602609E-03
149:	1.701120207536E-03
150:	1.717629665880E-03
151:	1.734188101440E-03
152:	1.750794621276E-03
153:	1.767448323785E-03
154:	1.784148311660E-03
155:	1.800893676849E-03
156:	1.817683496628E-03
157:	1.834516847250E-03
158:	1.851392805443E-03
159:	1.868310433375E-03
160:	1.885268784774E-03
161:	1.902266914364E-03
162:	1.919303871439E-03
163:	1.936378692202E-03
164:	1.953490410367E-03
165:	1.970638057508E-03
166:	1.987820654632E-03
167:	2.005037212815E-03
168:	2.022286742067E-03
169:	2.039568244374E-03
170:	2.056880708404E-03
171:	2.074223114335E-03
172:	2.091594437158E-03
173:	2.108993637674E-03
174:	2.126419662616E-03
175:	2.143871448660E-03
176:	2.161347919977E-03
177:	2.178847981559E-03
178:	2.196370523551E-03
179:	2.213914422004E-03
180:	2.231478534089E-03
181:	2.249061695746E-03
182:	2.266662726925E-03
183:	2.284280429110E-03
184:	2.301913582096E-03
185:	2.319560945452E-03
186:	2.337221262008E-03
187:	2.354893253841E-03
188:	2.372575622340E-03
189:	2.390267051100E-03
190:	2.407966206768E-03
191:	2.425671735541E-03
192:	2.443382265748E-03
193:	2.461096409507E-03
194:	2.478812761491E-03
195:	2.496529897019E-03
196:	2.514246375257E-03
197:	2.531960738489E-03
198:	2.549671510354E-03
199:	2.567377195509E-03
200:	2.585076281771E-03
201:	2.602767237457E-03
202:	2.620448510226E-03
203:	2.638118526828E-03
204:	2.655775692208E-03
205:	2.673418383782E-03
206:	2.691044947107E-03
207:	2.708653688258E-03
208:	2.726242861075E-03
209:	2.743810647126E-03
210:	2.761355131891E-03
211:	2.778874270086E-03
212:	2.796365840514E-03
213:	2.813827389851E-03
214:	2.831256167850E-03
215:	2.848649049892E-03
216:	2.866002453410E-03
217:	2.883312252029E-03
218:	2.900573694541E-03
219:	2.917781333141E-03
220:	2.934928974621E-03
221:	2.952009661469E-03
222:	2.969015691481E-03
223:	2.985938679526E-03
224:	3.002769667063E-03
225:	3.019499273088E-03
226:	3.036117880709E-03
227:	3.052615847927E-03
228:	3.068983733067E-03
229:	3.085212518968E-03
230:	3.101293827480E-03
231:	3.117220114199E-03
232:	3.132984837913E-03
233:	3.148582596204E-03
234:	3.164009226584E-03
235:	3.179261869616E-03
236:	3.194338995892E-03
237:	3.209240398158E-03
238:	3.223967157976E-03
239:	3.238521593053E-03
240:	3.252907196652E-03
241:	3.267128576371E-03
242:	3.281191398721E-03
243:	3.295102331349E-03
244:	3.308868969277E-03
245:	3.322499723142E-03
246:	3.336003654558E-03
247:	3.349390248158E-03
248:	3.362669128499E-03
249:	3.375849743852E-03
250:	3.388941054917E-03
251:	3.401951264703E-03
252:	3.414887618085E-03
253:	3.427756275614E-03
254:	3.440562262979E-03
255:	3.453309495979E-03
256:	3.466000883680E-03
257:	3.478638498873E-03
258:	3.491223793994E-03
259:	3.503757828550E-03
260:	3.516241488317E-03
261:	3.528675696317E-03
262:	3.541061655185E-03
263:	3.553401208640E-03
264:	3.565697458289E-03
265:	3.577956021499E-03
266:	3.590177796091E-03
267:	3.602359003728E-03
268:	3.614498456860E-03
269:	3.626595566141E-03
270:	3.638649996167E-03
271:	3.650661544116E-03
272:	3.662630085776E-03
273:	3.674555547527E-03
274:	3.686437891876E-03
275:	3.698277108004E-03
276:	3.710073205817E-03
277:	3.721826209742E-03
278:	3.733536152531E-03
279:	3.745203065599E-03
280:	3.756826965468E-03
281:	3.768407831374E-03
282:	3.779945572390E-03
283:	3.791439983576E-03
284:	3.802890704140E-03
285:	3.814297200551E-03
286:	3.825658805563E-03
287:	3.836974826961E-03
288:	3.848244676983E-03
289:	3.859467866715E-03
290:	3.870643982375E-03
291:	3.881772887866E-03
292:	3.892855254479E-03
293:	3.903890791824E-03
294:	3.914878850881E-03
295:	3.925819663424E-03
296:	3.936714181365E-03
297:	3.947565425434E-03
298:	3.958375055553E-03
299:	3.969145341795E-03
300:	3.979878528495E-03
301:	3.990576586772E-03
302:	4.001238751957E-03
303:	4.011863053133E-03
304:	4.022448933416E-03
305:	4.032995484586E-03
306:	4.043500107739E-03
307:	4.053960982797E-03
308:	4.064377094004E-03
309:	4.074746873584E-03
310:	4.085068700570E-03
311:	4.095340269730E-03
312:	4.105559250439E-03
313:	4.115722816188E-03
314:	4.125828268783E-03
315:	4.135872698341E-03
316:	4.145853319539E-03
317:	4.155767945948E-03
318:	4.165614797532E-03
319:	4.175392563952E-03
320:	4.185100443906E-03
321:	4.194738275862E-03
322:	4.204306068186E-03
323:	4.213803997304E-03
324:	4.223232728392E-03
325:	4.232592768338E-03
326:	4.241884530006E-03
327:	4.251108638675E-03
328:	4.260265812294E-03
329:	4.269356550051E-03
330:	4.278381471102E-03
331:	4.287341278180E-03
332:	4.296236694023E-03
333:	4.305068473648E-03
334:	4.313837439535E-03
335:	4.322544413273E-03
336:	4.331190214748E-03
337:	4.339775717301E-03
338:	4.348301836518E-03
339:	4.356769496539E-03
340:	4.365179590957E-03
341:	4.373533067180E-03
342:	4.381830951617E-03
343:	4.390074254927E-03
344:	4.398264022380E-03
345:	4.406401396789E-03
346:	4.414487585306E-03
347:	4.422523805550E-03
348:	4.430511308191E-03
349:	4.438451398040E-03
350:	4.446345384268E-03
351:	4.454194588292E-03
352:	4.462000324183E-03
353:	4.469763820631E-03
354:	4.477486292122E-03
355:	4.485168846836E-03
356:	4.492812537020E-03
357:	4.500418358570E-03
358:	4.507987188688E-03
359:	4.515519728312E-03
360:	4.523016465617E-03
361:	4.530477686368E-03
362:	4.537903520669E-03
363:	4.545293969968E-03
364:	4.552648981094E-03
365:	4.559968496270E-03
366:	4.567252403614E-03
367:	4.574500522770E-03
368:	4.581712660047E-03
369:	4.588888617992E-03
370:	4.596028165995E-03
371:	4.603131085068E-03
372:	4.610197245653E-03
373:	4.617226592741E-03
374:	4.624219115816E-03
375:	4.631174881520E-03
376:	4.638094054392E-03
377:	4.644976880421E-03
378:	4.651823664399E-03
379:	4.658634755552E-03
380:	4.665410540545E-03
381:	4.672151441682E-03
382:	4.678857917987E-03
383:	4.685530471438E-03
384:	4.692169661832E-03
385:	4.698776132248E-03
386:	4.705350624181E-03
387:	4.711893933352E-03
388:	4.718406801231E-03
389:	4.724889910346E-03
390:	4.731344163383E-03
391:	4.737771124626E-03
392:	4.744172677993E-03
393:	4.750549563795E-03
394:	4.756902161842E-03
395:	4.763231593555E-03
396:	4.769539330223E-03
397:	4.775826700932E-03
398:	4.782094884010E-03
399:	4.788345121704E-03
400:	4.794578709568E-03
401:	4.800797940054E-03
402:	4.807003274955E-03
403:	4.813195395719E-03
404:	4.819374960112E-03
405:	4.825543146519E-03
406:	4.831701283068E-03
407:	4.837850775177E-03
408:	4.843993101115E-03
409:	4.850129789381E-03
410:	4.856262412188E-03
411:	4.862392577428E-03
412:	4.868521921364E-03
413:	4.874652099857E-03
414:	4.880784778794E-03
415:	4.886921623849E-03
416:	4.893064290505E-03
417:	4.899214414714E-03
418:	4.905373604898E-03
419:	4.911543435264E-03
420:	4.917725440471E-03
421:	4.923921111155E-03
422:	4.930131890211E-03
423:	4.936359169458E-03
424:	4.942604286837E-03
425:	4.948868523865E-03
426:	4.955153103722E-03
427:	4.961459189577E-03
428:	4.967787883644E-03
429:	4.974140226471E-03
430:	4.980517197002E-03
431:	4.986919712826E-03
432:	4.993348631160E-03
433:	4.999804749804E-03
434:	5.006288808654E-03
435:	5.012801491071E-03
436:	5.019343425951E-03
437:	5.025915190305E-03
438:	5.032517314943E-03
439:	5.039150297879E-03
440:	5.045814652988E-03
441:	5.052511203003E-03
442:	5.059241830675E-03
443:	5.066007020393E-03
444:	5.072807437667E-03
445:	5.079642870716E-03
446:	5.086513002187E-03
447:	5.093417733872E-03
448:	5.100356969931E-03
449:	5.107330645528E-03
450:	5.114338694834E-03
451:	5.121381037210E-03
452:	5.128457567055E-03
453:	5.135568146068E-03
454:	5.142712599856E-03
455:	5.149890709915E-03
456:	5.157102204725E-03
457:	5.164346761001E-03
458:	5.171624017738E-03
459:	5.178933601029E-03
460:	5.186275183214E-03
461:	5.193648653589E-03
462:	5.201054537109E-03
463:	5.208494207547E-03
464:	5.215968346218E-03
465:	5.223476288954E-03
